ShowID,Type,Title,Director,Cast,Country,DateAdded,ReleaseYear,Rating,Duration,ListedIn,Description
S04278,TV Show,The Darkness Knights,Miguel Gupta,"John Tanaka, Paul Shah, Donald Ito, Robert Singh, Miguel Lopez",India,2024-09-04,2020,TV-14,5 Seasons,Drama,"The truth will set you free, or destroy you."
S04279,TV Show,Valley Island,Arjun Kim,"Andrew Lewis, Astrid Shah, Steven Yamamoto",United States,2023-01-21,2020,TV-MA,1 Season,Sports Drama,An epic story of courage and sacrifice.
S04280,Movie,Day Midnight,Carlos Lewis,"Camila Sanchez, Donna Santos, Pierre Silva, Joshua Schneider",United States,2020-09-20,2022,R,179 min,Sci-Fi Drama,A mysterious stranger arrives and changes everything.
S04281,TV Show,The Storm Midnight,Jean Smith,"Juan Costa, Hiro Hernandez, Daniel Ito",India,2024-01-09,2020,TV-Y,4 Seasons,Romance,"When the stakes are high, who can you trust?"
S04282,TV Show,The Future Ancient,Priya Clark,"Thomas Yoon, Isabella Takahashi, Edward Suzuki, William Sanchez",Indonesia,2022-01-05,2024,TV-G,1 Season,Horror,Love and betrayal intertwine in unexpected ways.
S04283,TV Show,Soul Waters,James Rodriguez,"Donald Anderson, Barbara Perez, Juan Hernandez, Jennifer Santos, Aisha Watanabe",South Korea,2022-04-16,2024,TV-Y,8 Seasons,Fantasy,A detective uncovers a conspiracy that goes deeper than imagined.
S04284,TV Show,The Day Ocean,Erik Lee,"Barbara Thompson, William Huang, Barbara Lopez, Melissa Thomas, Chen Rodriguez",United States,2020-08-25,2018,TV-G,8 Seasons,Adventure,A detective uncovers a conspiracy that goes deeper than imagined.
S04285,TV Show,The Mind Killers,Elizabeth Santos,"Erik Yamamoto, Jennifer Williams, Richard Mueller, Joseph Schmidt, Sandra Cho",United Kingdom,2023-06-06,2018,TV-MA,3 Seasons,Comedy,An epic story of courage and sacrifice.
S04286,Movie,The Sky Red,Matthew Garcia,"William Clark, Kimberly Lewis, Sakura Suzuki",Italy,2024-08-24,2020,PG-13,93 min,Comedy Drama,"Power corrupts, but some fight to stay pure."
S04287,TV Show,The Chase Tigers,Raj Lee,"David Gonzalez, Pierre White, William Gupta",India,2022-03-11,2018,TV-Y7,6 Seasons,Crime Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S04288,Movie,Kingdom Lions,William Tanaka,"Astrid Young, Aisha White, Ahmed Rodriguez",United States,2022-09-17,2018,R,110 min,Romance,"In a world of chaos, heroes emerge from unlikely places."
S04289,Movie,Blood Kingdom,Camila Martin,"Deborah Becker, Paul Jackson, Barbara Thomas",Austria,2023-04-27,2021,PG,86 min,Sports Drama,The past comes back to haunt the present.
S04290,TV Show,Crown Hunt,Carlos Wu,"Erik Sato, Jennifer Lee, John Miller",United States,2020-07-29,2020,TV-PG,6 Seasons,Comedy,"The truth will set you free, or destroy you."
S04291,TV Show,The Path Memories,Deborah Young,"Wei Huang, Sakura Nakamura, Joseph Gupta",United States,2022-07-13,2021,TV-G,8 Seasons,Western,"The truth will set you free, or destroy you."
S04292,TV Show,The Wild Warriors,Juan Jones,"James Brown, Kimberly Walker, Valentina Lopez",India,2024-03-16,2020,TV-Y7,6 Seasons,Action Drama,A mysterious stranger arrives and changes everything.
S04293,Movie,The River Heart,Yuki Young,"Sarah Sharma, Jessica Santos, Sofia Weber, Ahmed Perez, Lars Wagner",United States,2021-02-15,2021,PG-13,164 min,Crime Drama,"In a world of chaos, heroes emerge from unlikely places."
S04294,TV Show,Hope Wolves,Brian Walker,"Richard Robinson, Chen Liu, Ingrid Hernandez",Turkey,2022-01-24,2018,TV-MA,6 Seasons,Sports Drama,"In a world of chaos, heroes emerge from unlikely places."
S04295,TV Show,The Silver Bridge,Linda Alves,"Ashley Sato, Wei Reddy, Ashley Davis",India,2022-02-27,2023,TV-G,3 Seasons,Noir,Nothing is as it seems in this twisted thriller.
S04296,Movie,Darkness Moments,Ana Moore,"Andrew Davis, Li Chen, Sandra Garcia, Richard Wagner, Juan Watanabe",United States,2024-01-01,2024,PG,108 min,Political Thriller,A detective uncovers a conspiracy that goes deeper than imagined.
S04297,TV Show,The Spirit Dreams,Brian Hernandez,"Carlos Alves, Min Schmidt, Michelle Perez, Susan Yamamoto, George Liu",United Kingdom,2021-11-16,2021,TV-14,5 Seasons,Comedy,Nothing is as it seems in this twisted thriller.
S04298,TV Show,The Bridge Memories,Paul Takahashi,"Ashley Martin, Erik Mueller, Barbara Fernandez, Mark Mueller, Sakura Martin",Mexico,2023-07-12,2021,TV-MA,5 Seasons,Noir,An unexpected journey changes everything.
S04299,TV Show,The Journey Soul,Isabella Kim,"Brian Meyer, Juan Perez, Carol Yoon, Omar Zhao",South Korea,2023-10-18,2024,TV-Y,1 Season,Romance,Two worlds collide with devastating consequences.
S04300,TV Show,Discovery Journey,Jean Gonzalez,"Ashley White, George Walker, Michelle Tanaka, Valentina Wang, Carol Yamamoto",United States,2024-03-10,2022,TV-MA,6 Seasons,Political Thriller,A race against time to save what matters most.
S04301,TV Show,The Perfect Beginnings,Carlos Martin,"Sophie Moore, Arjun Zhao, Amanda Hernandez, Kimberly White, Donald Smith",United States,2024-01-02,2020,TV-14,1 Season,Comedy Drama,"When the stakes are high, who can you trust?"
S04302,TV Show,Blue Queens,William Zhao,"Richard Martinez, Camila Silva, Raj Kim, Ashley Yoon",Mexico,2024-10-16,2021,TV-PG,3 Seasons,Psychological Thriller,A race against time to save what matters most.
S04303,Movie,Silver Princesses,Raj Alves,"Anthony Cho, Sarah Santos, Richard Martinez, Sophie Costa",Norway,2020-05-07,2018,R,157 min,Musical Drama,"Power corrupts, but some fight to stay pure."
S04304,Movie,The Island Demons,Edward Walker,"Wei Gonzalez, Daniel Wilson, Astrid Patel",Japan,2024-11-09,2018,NC-17,172 min,Sci-Fi Drama,A family's dark secrets are finally revealed.
S04305,TV Show,The Lost Modern,Ahmed Rodriguez,"Joseph Becker, George Takahashi, George Shah, Priya Zhao, Brian Lee",United Kingdom,2024-10-05,2019,TV-G,5 Seasons,Adventure,A gripping tale of survival and redemption.
S04306,TV Show,The Sacred River,Sofia Sharma,"Mark Garcia, Steven Schneider, Joseph Lewis, Michelle Jung",Spain,2021-12-26,2021,TV-PG,3 Seasons,Thriller,A detective uncovers a conspiracy that goes deeper than imagined.
S04307,TV Show,The Day White,Linda Fischer,"Kimberly Walker, Jessica Sanchez, Pierre Ramirez, Matthew Jackson, Barbara Taylor",Australia,2023-07-30,2024,TV-PG,1 Season,Action Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S04308,TV Show,The Blood Shadows,Daniel Smith,"Sakura Hernandez, Priya Santos, Ahmed Huang",United Kingdom,2020-12-21,2021,TV-G,8 Seasons,Teen Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S04309,TV Show,Blood Black,Kimberly Sousa,"Mark Yoon, Nancy Martinez, John Meyer",South Korea,2020-07-09,2019,TV-PG,3 Seasons,Adventure,The past comes back to haunt the present.
S04310,TV Show,The Road Storm,Carlos Jackson,"Ashley Patel, Sofia Huang, Edward Jung, Barbara Choi",Argentina,2021-07-20,2022,TV-14,5 Seasons,Sports Drama,A gripping tale of survival and redemption.
S04311,TV Show,Broken Light,Donald Jones,"Sofia Kim, Melissa Thompson, Carlos Gupta, Richard Wilson",Spain,2023-11-10,2022,TV-14,3 Seasons,Musical Drama,"When the stakes are high, who can you trust?"
S04312,TV Show,The Dark Hope,Deborah Kang,"Sandra Smith, Sophie Santos, Nancy Wilson, Amanda Harris",Japan,2023-12-19,2020,TV-MA,5 Seasons,Historical Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S04313,TV Show,Path Visions,George Kang,"Juan Brown, Thomas Jackson, Min Moore, Raj Choi, Sarah Williams",United States,2023-06-25,2022,TV-G,2 Seasons,Adventure,The past comes back to haunt the present.
S04314,TV Show,The Battle Moments,Lars Sato,"Barbara Ito, Dorothy Yamamoto, Donald Huang, David Costa, Akira Lee",Canada,2020-12-22,2024,TV-Y7,1 Season,Romance,A mysterious stranger arrives and changes everything.
S04315,Movie,The Valley Beginnings,Joshua Jackson,"Jessica Lee, William Wu, Betty Chen",South Africa,2021-11-18,2018,PG-13,175 min,Political Thriller,"Power corrupts, but some fight to stay pure."
S04316,TV Show,The Wild Skies,Lisa Huang,"Michelle Zhang, Sakura White, Aisha Yang",Peru,2024-05-18,2020,TV-Y7,1 Season,Sci-Fi Drama,"The truth will set you free, or destroy you."
S04317,TV Show,The Light Silver,Linda Gonzalez,"Amanda Sharma, Melissa Schmidt, Michelle Smith, Sandra Jung",Colombia,2022-03-11,2019,TV-PG,8 Seasons,Noir,A detective uncovers a conspiracy that goes deeper than imagined.
S04318,Movie,The Dark Enemies,David Martinez,"James Wang, Sakura Young, Carlos Thompson",Mexico,2021-08-26,2024,PG-13,104 min,Crime Drama,A journey of self-discovery and transformation.
S04319,TV Show,The Ocean Strangers,Wei Oliveira,"Barbara Tanaka, Camila Silva, Camila Robinson",Australia,2024-06-09,2023,TV-MA,1 Season,Historical Drama,An epic story of courage and sacrifice.
S04320,TV Show,River Fires,George Williams,"Richard Silva, Ahmed Nakamura, Jessica Moore, Ingrid Meyer, Maria Rodriguez",United States,2024-01-13,2018,TV-Y7,7 Seasons,Musical Drama,An epic story of courage and sacrifice.
S04321,TV Show,Kingdom Strangers,David Sharma,"Elizabeth Jung, Ana Sharma, Matthew Williams, Carol Davis, Michelle Alves",India,2024-10-05,2024,TV-PG,3 Seasons,Romance,"Power corrupts, but some fight to stay pure."
S04322,TV Show,Future Beginnings,Brian Brown,"Isabella Jones, Dorothy Harris, Steven Perez, Deborah Clark",United States,2023-11-12,2022,TV-G,2 Seasons,Documentary,"In a world of chaos, heroes emerge from unlikely places."
S04323,Movie,Soul Dreams,Richard Ito,"Kenneth Clark, Min Anderson, Ashley Williams, Emily Lopez",Turkey,2020-08-02,2022,PG-13,159 min,Noir,Love and betrayal intertwine in unexpected ways.
S04324,TV Show,The Forgotten Chronicles,Sandra Watanabe,"Valentina Choi, Raj Yoon, Robert Suzuki, Arjun Singh, Emily Cho",Canada,2024-01-27,2019,TV-Y,5 Seasons,Crime Drama,A gripping tale of survival and redemption.
S04325,TV Show,Journey Dark,George Wu,"Robert Sato, Maria Clark, David Chen",Switzerland,2024-02-07,2024,TV-MA,8 Seasons,Family Drama,The line between right and wrong becomes blurred.
S04326,TV Show,The Chase City,Astrid Martinez,"Andrew Sanchez, Deborah Martinez, Melissa Shah, Ingrid Gupta",Canada,2022-04-17,2018,TV-MA,2 Seasons,Psychological Thriller,A family's dark secrets are finally revealed.
S04327,TV Show,The Storm Mysteries,Isabella Thompson,"Joseph Khan, Sakura Lee, Sarah Jones",Australia,2024-11-14,2022,TV-Y,8 Seasons,Historical Drama,A gripping tale of survival and redemption.
S04328,TV Show,Future Edges,Valentina Choi,"Kenneth Mueller, Mark Thompson, Ingrid Suzuki",Canada,2024-04-30,2018,TV-PG,3 Seasons,Crime Drama,A mysterious stranger arrives and changes everything.
S04329,Movie,Wild Wolves,Michael Fernandez,"Jean Brown, Kevin Sousa, Richard Moore, Miguel Shah, Joseph White",Egypt,2021-09-13,2020,PG-13,116 min,Thriller,Revenge is a dish best served cold.
S04330,Movie,Hidden Love,Susan Huang,"George Liu, Dorothy Gonzalez, Lisa Tanaka, Yuki Jung",Mexico,2020-04-27,2023,G,152 min,Medical Drama,A family's dark secrets are finally revealed.
S04331,TV Show,Deadly Queens,Maria Wilson,"Priya Zhao, Jessica Walker, Sophie Wang, Sofia Taylor, Paul Becker",South Korea,2020-11-13,2021,TV-G,3 Seasons,Sports Drama,"The truth will set you free, or destroy you."
S04332,TV Show,Sacred Memories,Linda Harris,"Thomas Jones, Richard Shah, Edward Cho, Richard Weber",Austria,2024-07-28,2024,TV-G,3 Seasons,Drama,Revenge is a dish best served cold.
S04333,Movie,Water Fires,Jean Takahashi,"Matthew Perez, Raj Martin, David Oliveira",United Kingdom,2020-02-08,2020,G,151 min,Action & Adventure,A race against time to save what matters most.
S04334,Movie,The Secret Mountain,Elizabeth Ito,"Li Ito, Elizabeth Reddy, Donna Liu",Australia,2021-04-27,2022,PG,159 min,Political Thriller,"When the stakes are high, who can you trust?"
S04335,TV Show,The Shadow Broken,Carlos Davis,"Li Lopez, Donna Liu, Jean Costa, David Weber",Canada,2023-12-21,2022,TV-G,4 Seasons,Action Drama,A race against time to save what matters most.
S04336,Movie,Forgotten Perfect,Elizabeth Huang,"Elizabeth Takahashi, Jean Park, Elizabeth Park, William Young",Canada,2023-07-30,2019,G,111 min,Medical Drama,"In the end, love conquers all."
S04337,TV Show,The Mountain Myths,Raj Khan,"Aisha Oliveira, Kenneth Patel, Joseph Moore",Canada,2024-11-10,2019,TV-Y7,3 Seasons,Action Drama,The past comes back to haunt the present.
S04338,TV Show,Throne Journey,Kimberly Silva,"Mark Weber, Kenneth Zhang, Sandra Lee, Brian Jones",India,2022-09-15,2020,TV-14,1 Season,Teen Drama,A family's dark secrets are finally revealed.
S04339,TV Show,The Mind Blue,Andrew Silva,"Kenneth Huang, Edward Thomas, Susan Sharma",Netherlands,2023-01-02,2018,TV-G,6 Seasons,Teen Drama,"In a world of chaos, heroes emerge from unlikely places."
S04340,TV Show,Wild Dreams,James Robinson,"Anthony Jones, Robert Patel, Richard Anderson",Ukraine,2023-08-25,2020,TV-G,2 Seasons,Noir,"The truth will set you free, or destroy you."
S04341,TV Show,Rising Mysteries,Dorothy Zhao,"Li Kang, Steven Yamamoto, Mark Kumar, Michael Park",India,2021-02-21,2020,TV-PG,1 Season,Historical Drama,The past comes back to haunt the present.
S04342,Movie,The Discovery Hate,Emily Harris,"Sarah Wu, Priya Thompson, Elizabeth Johnson, Hiro Park",Germany,2022-07-23,2018,PG,101 min,Drama,A journey of self-discovery and transformation.
S04343,TV Show,The Road Brothers,Ashley Sharma,"Raj Brown, Linda Brown, John Williams, Astrid Robinson",Australia,2020-05-02,2021,TV-G,3 Seasons,Legal Drama,A gripping tale of survival and redemption.
S04344,TV Show,Journey Twisted,Ahmed Thompson,"Kevin Young, Akira Watanabe, James Zhao, Camila Meyer",France,2024-08-18,2023,TV-14,5 Seasons,Mystery,Love and betrayal intertwine in unexpected ways.
S04345,TV Show,The Fire Quest,William Lopez,"Ingrid Moore, Aisha Harris, Pedro Sato",Canada,2024-01-31,2023,TV-Y,1 Season,Family Drama,Two worlds collide with devastating consequences.
S04346,TV Show,Mind Lovers,Priya Sato,"Pedro Patel, Min Wu, Juan Harris, Ahmed Sousa",United States,2024-11-29,2021,TV-Y7,4 Seasons,Thriller,"When the stakes are high, who can you trust?"
S04347,Movie,Dream Crown,Juan Takahashi,"Miguel Young, Astrid Lee, Sophie Jones",Switzerland,2024-02-14,2023,PG-13,126 min,Western,Revenge is a dish best served cold.
S04348,Movie,The Journey Valley,Wei Jung,"Emily Lee, Barbara Nakamura, Erik Taylor, Lars Tanaka, Joshua Khan",Australia,2022-02-11,2018,NC-17,160 min,Comedy,Two worlds collide with devastating consequences.
S04349,TV Show,The Empire Soul,Paul Rodriguez,"Sakura Shah, Mark Clark, George Fernandez",United States,2024-10-17,2023,TV-G,7 Seasons,Thriller,An unexpected journey changes everything.
S04350,TV Show,Night Hate,Daniel Martinez,"Isabella Schneider, Patricia Harris, Omar Moore, Wei Sharma",Mexico,2020-11-10,2019,TV-PG,4 Seasons,Thriller,A journey of self-discovery and transformation.
S04351,Movie,The Ocean Perfect,Kenneth Sanchez,"Joseph Williams, Dorothy Smith, Kenneth Choi, Daniel Weber, Sarah Lopez",United Kingdom,2020-07-21,2022,R,130 min,Documentary,The past comes back to haunt the present.
S04352,TV Show,Black Storm,Michelle Davis,"Ahmed Schmidt, Raj Thompson, Thomas Weber, Hiro Wu",France,2020-02-08,2019,TV-MA,8 Seasons,Action Drama,The line between right and wrong becomes blurred.
S04353,TV Show,Throne Middles,Raj Harris,"Chen Fischer, Andrew Park, Kenneth Watanabe, John Park, Priya Cho",United Kingdom,2020-02-18,2021,TV-MA,1 Season,Western,Nothing is as it seems in this twisted thriller.
S04354,Movie,Mountain Secrets,Arjun Schneider,"Ashley Sato, Elizabeth Lee, Sophie Williams",Argentina,2024-10-11,2023,R,91 min,Legal Drama,Revenge is a dish best served cold.
S04355,TV Show,The Love Friends,William Meyer,"Robert Silva, Edward Smith, Priya Schneider, John Young, Amanda Park",Mexico,2022-12-10,2021,TV-14,3 Seasons,Crime Drama,The past comes back to haunt the present.
S04356,TV Show,The Past Journey,Ashley Sato,"Barbara Martinez, Ingrid Walker, William Jung, Sophie Taylor",Spain,2020-04-29,2023,TV-Y,5 Seasons,Fantasy,An epic story of courage and sacrifice.
S04357,TV Show,Lost Lions,Raj Becker,"Edward Reddy, Ahmed Martinez, Thomas Watanabe, Emily Jackson",Spain,2023-09-08,2021,TV-14,2 Seasons,Western,The past comes back to haunt the present.
S04358,TV Show,Hate Past,Juan Jung,"Paul Kumar, Sarah Shah, Sophie Hernandez, Raj Singh, Dorothy Oliveira",Spain,2022-07-30,2024,TV-G,7 Seasons,Mystery,The past comes back to haunt the present.
S04359,Movie,Spirit River,Miguel Patel,"Anthony Becker, Kenneth Park, Ahmed Johnson",South Korea,2023-05-17,2024,NC-17,146 min,Western,"The truth will set you free, or destroy you."
S04360,Movie,The Soul Silent,Aisha Schneider,"Patricia Ito, Daniel Shah, Ahmed Weber, Melissa Lopez, Isabella Young",United States,2024-05-30,2023,G,156 min,Thriller,Nothing is as it seems in this twisted thriller.
S04361,TV Show,The Mission Crown,Pierre Oliveira,"Juan Moore, Li Patel, William Wagner",United States,2023-04-12,2023,TV-Y,7 Seasons,Action & Adventure,A race against time to save what matters most.
S04362,TV Show,Ancient Heart,George Wilson,"Mark Martinez, Mark Kumar, Min Shah, Chen Zhao",United States,2023-11-22,2018,TV-PG,7 Seasons,Musical Drama,Love and betrayal intertwine in unexpected ways.
S04363,Movie,Falling Secret,Richard Schmidt,"Margaret Perez, Joshua Wilson, Ingrid Silva",Japan,2023-05-20,2023,PG,85 min,Medical Drama,"The truth will set you free, or destroy you."
S04364,Movie,Deadly Beginnings,Lars Lopez,"Camila Moore, Michael Jackson, Fatima Wang, Robert Gupta, Sofia Fischer",United States,2022-02-13,2020,R,154 min,Action & Adventure,A mysterious stranger arrives and changes everything.
S04365,TV Show,The Dark Princesses,Carol Jackson,"James Santos, Kenneth Tanaka, Kimberly Martin, Priya Yamamoto, Amanda Khan",Italy,2022-08-14,2024,TV-Y,2 Seasons,Crime Drama,The search for identity leads to unexpected discoveries.
S04366,TV Show,Perfect Sunsets,Arjun Wilson,"Carol Sousa, Emily Lee, Fatima Moore, Ingrid Kim, Maria Robinson",United States,2020-03-19,2019,TV-PG,6 Seasons,Adventure,A detective uncovers a conspiracy that goes deeper than imagined.
S04367,TV Show,Water Centers,Sophie Singh,"Wei Jones, Margaret Yamamoto, Sarah Gupta, Susan Yamamoto",United States,2022-10-08,2020,TV-PG,8 Seasons,Drama,A journey of self-discovery and transformation.
S04368,TV Show,The Path Mountain,Sandra Tanaka,"Ashley Lee, Margaret Mueller, Camila Weber, Fatima Walker, Ana Costa",United States,2022-06-09,2019,TV-14,8 Seasons,Comedy,The line between right and wrong becomes blurred.
S04369,TV Show,The City Golden,Li Wu,"Ashley Khan, Sandra Walker, Steven Shah, Lars Alves",India,2021-05-16,2021,TV-G,3 Seasons,Family Drama,"When the stakes are high, who can you trust?"
S04370,Movie,Rising Deaths,Richard Zhang,"Aisha Becker, Min Sato, Ashley Harris, Priya Ramirez",South Korea,2021-02-21,2020,PG-13,99 min,Noir,Revenge is a dish best served cold.
S04371,TV Show,The Dream Ancient,Jennifer Rodriguez,"Thomas Shah, Brian Lee, George Wang, Min Jones",United Kingdom,2021-07-21,2019,TV-Y7,3 Seasons,Political Thriller,A detective uncovers a conspiracy that goes deeper than imagined.
